"Station_ID","Month_UTC","Year_UTC","appendiculariaAbundance","appendiculariaEstimatedBiomass","bryozoan_larvaeAbundance","bryozoan_larvaeEstimatedBiomass","chaetognathaAbundance","chaetognathaEstimatedBiomass","cnidaria_ctenophoresAbundance","cnidaria_ctenophoresEstimatedBiomass","copepoda_calanoida_minus_eucalanidsAbundance","copepoda_calanoida_minus_eucalanidsEstimatedBiomass","copepoda_eucalanidsAbundance","copepoda_eucalanidsEstimatedBiomass","copepoda_harpacticoidaAbundance","copepoda_harpacticoidaEstimatedBiomass","copepoda_oithona_likeAbundance","copepoda_oithona_likeEstimatedBiomass","copepoda_othersAbundance","copepoda_othersEstimatedBiomass","copepoda_poecilostomatoidsAbundance","copepoda_poecilostomatoidsEstimatedBiomass","crustacea_othersAbundance","crustacea_othersEstimatedBiomass","doliolidsAbundance","doliolidsEstimatedBiomass","eggsAbundance","eggsEstimatedBiomass","euphausiidsAbundance","euphausiidsEstimatedBiomass","multiplesAbundance","multiplesEstimatedBiomass","naupliiAbundance","naupliiEstimatedBiomass","ostracodsAbundance","ostracodsEstimatedBiomass","othersAbundance","othersEstimatedBiomass","polychaeteAbundance","polychaeteEstimatedBiomass","pteropoda_heteropodaAbundance","pteropoda_heteropodaEstimatedBiomass","pyrosomesAbundance","pyrosomesEstimatedBiomass","rhizariaAbundance","rhizariaEstimatedBiomass","salpsAbundance","salpsEstimatedBiomass","pH_min","pH_max","pH_mean","pH_median","pH_var","pH_range","depth_at_pH_min","depth_at_pH_max","OmegaCA_min","OmegaCA_max","OmegaCA_mean","OmegaCA_median","OmegaCA_var","OmegaCA_range","depth_at_OmegaCA_min","depth_at_OmegaCA_max","CO3_min","CO3_max","CO3_mean","CO3_median","CO3_var","CO3_range","depth_at_CO3_min","depth_at_CO3_max","TA_min","TA_max","TA_mean","TA_median","TA_var","TA_range","depth_at_TA_min","depth_at_TA_max","DIC_min","DIC_max","DIC_mean","DIC_median","DIC_var","DIC_range","depth_at_DIC_min","depth_at_DIC_max","pCO2_min","pCO2_max","pCO2_mean","pCO2_median","pCO2_var","pCO2_range","depth_at_pCO2_min","depth_at_pCO2_max","RF_min","RF_max","RF_mean","RF_median","RF_var","RF_range","depth_at_RF_min","depth_at_RF_max","OmegaAR_min","OmegaAR_max","OmegaAR_mean","OmegaAR_median","OmegaAR_var","OmegaAR_range","depth_at_OmegaAR_min","depth_at_OmegaAR_max","YearMonth","Longitude","Latitude"
"090.0 060.0",7,2019,10381.65,110.24,8305.32,10.42,9301.96,257.98,3164.33,115.36,229978.45,1564.37,1494.96,389.5,1661.06,2.5,16614.79,20.32,1661.06,1.71,31560.21,96.66,33308.48,87.14,249.16,4.89,8305.32,49.21,8056.16,307.83,3571.29,122.93,43270.71,203.68,1744.12,13.56,28736.4,11.01,249.16,16.32,5066.24,8.32,83.05,526.43,6727.31,4.07,0,0,8.04094509475775,8.0838023319563,8.06237371335703,8.06237371335703,0.000918371390146325,0.0428572371985485,29,2,3.53048293629976,3.94198246511581,3.73623270070779,3.73623270070779,0.0846659311079156,0.41149952881605,29,2,147.499581794635,163.756188668644,155.627885231639,155.627885231639,132.138633528038,16.256606874009,29,2,2240.1,2244.5,2242.3,2242.3,9.6800000000004,4.40000000000009,2,29,2011.3,2040.9,2026.1,2026.1,438.080000000004,29.6000000000001,2,29,354.953380490986,397.53495999717,376.244170244078,376.244170244078,906.595456620736,42.581579506184,2,29,11.1214617737229,11.8532621153262,11.4873619445245,11.4873619445245,0.267765869985353,0.7318003416033,2,29,2.26077658873293,2.5278125669424,2.39429457783767,2.39429457783767,0.0356541068291443,0.26703597820947,29,2,2019-07-01,-119.9593,32.4179
"090.0 060.0",7,2020,123.31,0.32,0,0,394.6,2.76,992.66,44.01,15512.62,164.79,345.27,170.07,0,0,4809.16,6.86,0,0,123.31,0.14,172.64,1.44,0,0,493.25,6.52,55.49,17.62,49.32,6.72,1109.81,3.87,400.76,9.83,616.56,1.61,0,0,419.26,47.09,49.32,5.36,1954.49,8.55,0,0,8.02107727992903,8.03105434155628,8.02606581074265,8.02606581074265,4.97708793569731e-05,0.0099770616272501,2,32,3.59735082694517,3.76145356441139,3.67940219567828,3.67940219567828,0.0134648542219535,0.16410273746622,32,2,150.117891064733,156.017032146682,153.067461605707,153.067461605707,17.3999327523693,5.89914108194901,32,2,2236.4,2239.6,2238,2238,5.11999999999942,3.19999999999982,32,2,2024.6,2029.5,2027.05,2027.05,12.0050000000004,4.90000000000009,2,32,407.461035103728,420.797539606728,414.129287355228,414.129287355228,88.9311761792691,13.336504503,32,2,11.4434351609568,11.7032969801445,11.5733660705507,11.5733660705507,0.0337640825357704,0.2598618191877,2,32,2.30974776823162,2.42457783638846,2.36716280231004,2.36716280231004,0.00659297227645228,0.11483006815684,32,2,2020-07-01,-119.9593,32.4179
"090.0 060.0",8,2011,7137.88,34.67,781.07,0.19,965.99,42.03,1915.13,83.55,206661.88,733.02,5298.87,450.6,1632.85,1.25,58830.01,70.17,0,0,54871.34,112.31,814.25,1.4,0,0,10204.51,123.62,2446.54,267.84,781.07,2.08,26598.31,132.94,814.25,4.29,2385.09,41.38,0,0,781.07,0.4,33.18,2.47,4686.43,2.12,4.35,0.2,7.64340357970471,8.08109727143016,7.8890697898718,7.95516151007944,0.0347294845860873,0.43769369172545,170,2,1.25856470907714,4.10822133021439,2.61391206411752,2.72463289895663,1.42292032990068,2.84965662113725,170,2,54.2803885780958,170.438824942495,109.592934655185,114.20619829581,2375.8627867505,116.158436364399,170,2,2222.3,2271.3,2243.68,2240.1,316.112000000001,49,50,170,2000.2,2235.5,2106.44,2071.1,9495.67799999999,235.3,2,170,357.460428015098,1061.18767216093,631.152546103027,491.112522686243,90392.8198865909,703.727244145832,2,170,10.8510158763237,18.3823108599334,14.4940095470069,13.6676302166313,10.7611912400901,7.5312949836097,2,170,0.7992799724424,2.6431067632524,1.67156491179018,1.73662293240091,0.594870553947007,1.84382679081,170,2,2011-08-01,-119.9593,32.4179
"090.0 060.0",8,2017,17383.4,195.4,3616.6,3.78,10161.47,126.32,4152.61,120.36,130084.9,745.35,857.6,243.68,451.37,1.37,7673.29,15.13,0,0,27990.6,83.69,3746.37,3.43,451.37,1.59,6815.69,151.82,270.82,18.25,1805.48,41.65,2301.99,15.09,8169.8,22.63,3656.1,5.27,1444.38,20.99,4163.89,85.67,50.78,544.08,5867.81,4,0,0,7.72017903467745,8.04901666342256,7.92373983192563,8.00098975627662,0.0195856286301293,0.328837628745109,170,30,1.46109136886339,3.84126178297398,2.78036611842653,3.0772619295346,1.08066750570028,2.38017041411059,170,3,62.9518571653394,158.894262933683,116.476699439483,128.904921744663,1775.54482936162,95.9424057683436,170,3,2221,2257.8,2231.64,2227.5,223.373000000002,36.8000000000002,50,170,2008.4,2200.9,2080.84,2046,6935.893,192.5,3,170,386.310724659801,873.834685510456,556.362777548152,436.382561443237,42440.1354206235,487.523960850655,30,170,11.2750599460217,17.8625733060785,13.9506004505732,12.7491052748915,8.50797732271085,6.5875133600568,3,170,0.92731015712225,2.48397966635922,1.7804817301824,1.96479521736412,0.457608077909068,1.55666950923697,170,3,2017-08-01,-119.9593,32.4179
"090.0 060.0",10,2011,4015.24,50.23,5651.03,6.79,4385.09,114.07,8206.78,205.45,72325.86,420.27,79.84,16.64,455.74,0.37,20678.56,29.54,0,0,23370.7,62.5,33343.63,67.82,0,0,4519.15,38.37,168.05,53.67,424.19,39.56,751.8,2.86,3387.27,11.12,3055.48,13.18,39.92,2.27,1919.41,12.72,4.19,3.67,0,0,39.92,2.81,7.72704003980031,8.06596554250673,7.9543320717274,8.05024061152078,0.02222118985157,0.338925502706419,170,30,1.50235125838775,3.94282678508475,2.97751171491075,3.40798356507096,1.20822269252859,2.440475526697,170,3,64.7213223447471,163.352195685536,124.708414293818,142.635866622739,1994.1280468346,98.6308733407889,170,3,2216.6,2255.9,2230.1,2228.3,236.915000000001,39.3000000000002,51,170,2001.2,2195.3,2065.58,2019.4,7205.432,194.1,3,170,370.296554870896,860.057928958682,518.324503120026,387.380055045699,45056.3312027481,489.761374087786,30,170,11.0959646099431,17.7058019774346,13.4754488765499,11.998394997415,8.734540920978,6.6098373674915,3,170,0.954052707805452,2.5404266440086,1.90660746274695,2.17619802858909,0.508778035350009,1.58637393620315,170,3,2011-10-01,-119.9593,32.4179
"090.0 060.0",10,2020,519.93,7.73,1559.79,1.67,3119.58,129.35,1299.83,65.27,63483.54,698.27,103.99,283.68,0,0,5719.24,8.89,0,0,10502.6,27.37,103.99,0.98,0,0,2079.72,33.11,207.97,19.85,623.92,8.83,1663.78,11.76,2443.67,7.69,727.9,10.92,259.97,2.06,2131.72,77.19,26,106.06,4679.38,23.22,0,0,8.0170370445452,8.02730532318547,8.02217118386534,8.02217118386534,5.27187731171117e-05,0.0102682786402699,40,2,3.25411722545625,4.08682949208497,3.67047335877061,3.67047335877061,0.34670485949697,0.83271226662872,40,2,135.851316145617,168.98644560853,152.418880877073,152.418880877073,548.968402262003,33.135129462913,40,2,2218.4,2237.6,2228,2228,184.319999999996,19.1999999999998,40,2,2003.4,2032.8,2018.1,2018.1,432.179999999996,29.3999999999999,2,40,413.78762575426,419.399910645168,416.593768199714,416.593768199714,15.7488708483573,5.61228489090803,2,40,10.8975025796984,12.3653690908145,11.6314358352565,11.6314358352565,1.07731604722808,1.4678665111161,2,40,2.08004363908541,2.64888005654914,2.36446184781727,2.36446184781727,0.161787434916486,0.56883641746373,40,2,2020-10-01,-119.9593,32.4179
"090.0 060.0",11,2009,14928.48,52.94,2388.56,2.95,6942.47,120.52,3413.28,145.42,294065.09,1108.12,913.57,552.66,597.14,1.5,95542.26,107.18,3582.83,3.85,21497.01,48.13,615.32,0.9,597.14,2.12,19741.94,242.88,651.67,31.62,8396.3,48.54,25676.98,63.43,8523.53,31.07,1230.63,4.05,3022.05,28.87,9572.4,151.52,0,0,2985.7,0.87,0,0,7.72107483255893,8.08156274464189,7.90428074391852,7.8706076753328,0.0288657422839849,0.360487912082959,170,1,1.48086341134759,4.11096229622023,2.7209550788282,2.26310185110667,1.63356650722382,2.63009888487264,170,1,63.8185044229163,170.580222856985,114.031318276374,94.965024999316,2723.43056709628,106.761718434069,170,1,2232,2259.6,2244.52,2243.9,96.7069999999994,27.5999999999999,49,170,2005.4,2201,2099.18,2114.1,8128.067,195.6,1,170,357.80748814598,873.500620942165,596.616070433268,611.303826011539,56211.1674431636,515.693132796185,1,170,10.8638552264963,17.7816740170958,14.3510861224211,15.1034681471192,10.933786040543,6.9178187905995,1,170,0.940338891028844,2.64441714768283,1.74204439369757,1.44133662004397,0.687234712254454,1.70407825665399,170,1,2009-11-01,-119.9593,32.4179
"090.0 060.0",11,2014,3795.37,29.22,245.85,0.2,3687.8,83.99,614.63,24.11,30055.61,177.48,20.49,1.32,163.9,0.4,13788.29,37.09,163.9,0.14,36166.1,58.11,20.49,2.49,245.85,0.15,1147.32,11.67,573.66,2.1,676.1,8.54,901.46,1.72,4097.56,15.87,655.61,1.56,40.98,2.32,2192.2,15.35,0,0,1249.76,1.13,0,0,7.78239522766007,8.05750258785296,7.97782992143184,8.03998423929446,0.0130941053730423,0.275107360192891,170,50,1.68937604815628,4.04120502872189,3.23478778122563,3.74788897211571,1.06769242649655,2.35182898056561,170,2,72.7013074907554,167.491105674563,135.284333495396,156.537341124255,1734.62369623427,94.7897981838076,170,25,2213.4,2242.2,2227.56,2231.6,131.467999999997,28.7999999999997,100,170,1999,2164.4,2045.52,2001,5184.952,165.4,25,170,376.563464095372,746.689370674519,477.653198997643,399.043757081223,23811.2351794925,370.125906579147,50,170,10.9389632283722,17.0205000547914,12.8026107059175,11.3523586489882,6.92048792069484,6.0815368264192,25,170,1.07286496129139,2.61220973851004,2.07857661416363,2.40614680533391,0.458286280264067,1.53934477721865,170,2,2014-11-01,-119.9593,32.4179
"090.0 060.0",11,2016,1362.91,4.29,5738.57,6.74,3043.49,123.36,4647.21,193.33,56196.95,248.38,1106.72,193.27,409.9,4.21,25044.74,32.26,0,0,4098.98,10.08,0,0,0,0,3689.08,34.31,81.98,6.5,450.89,13.89,2459.39,6.74,2910.27,10.57,450.89,5.46,40.99,4.65,3730.07,13.71,0,0,3320.17,24.04,0,0,7.70902206048532,8.08418726878172,7.92839248988565,7.94274717108601,0.0218319620395439,0.375165208296401,170,2,1.43960705504775,4.32359225981658,2.86387264258734,2.75021325912849,1.44042460614387,2.88398520476883,170,2,62.0195672971447,179.060783920278,120.004987860309,115.507374283129,2385.47867640494,117.041216623133,170,2,2222.1,2257.1,2233.55,2230.6,166.347,35,96,170,1984.7,2202.5,2077.55,2071.95,7205.395,217.8,2,170,353.956482492162,899.065180615557,552.862326441137,514.294734273147,44082.1977673667,545.108698123395,2,170,10.5214659305667,17.9173412517925,13.8812609028144,13.8392301036426,9.53000009301504,7.3958753212258,2,170,0.91402586548927,2.79136368227249,1.83606684172743,1.75679254767991,0.612133311070168,1.87733781678322,170,2,2016-11-01,-119.9593,32.4179
"090.0 060.0",11,2017,203.31,0.82,2033.13,2.04,2241.53,62.06,2368.6,79.63,55911.12,382.76,40.66,9.57,0,0,3659.64,8.94,0,0,3659.64,11.08,284.64,2.77,0,0,2277.11,35.43,249.06,60.24,447.29,3.64,406.63,0.82,5047.25,18.82,528.61,13.05,487.95,10.41,2937.87,80.26,0,0,1707.83,16,0,0,7.76123376294945,8.07838432011834,7.97447035135831,8.05113644862631,0.0180149484796123,0.31715055716889,170,50,1.62067561361639,3.93596381888807,3.12550841976058,3.76894828997322,1.11148666441422,2.31528820527168,170,30,69.7650910733801,163.969917042894,131.001144342708,157.76982813961,1832.18108016525,94.2048259695139,170,30,2223.2,2247.8,2231.1,2230.5,100.300000000002,24.6000000000004,50,170,2002.1,2176.3,2055.78,2006,6004.35700000002,174.2,30,170,355.810857046095,788.784584983929,487.404601992423,386.58313399468,33058.2307902752,432.973727937834,50,170,11.0727662561163,17.2823435009114,13.0724123502063,11.3029768877359,7.64429781609909,6.2095772447951,30,170,1.02933532341917,2.53387845098067,2.00316052553451,2.41436389000093,0.469171674949285,1.5045431275615,170,30,2017-11-01,-119.9593,32.4179
"090.0 060.0",11,2019,0,0,13264.92,14.46,3505.73,73.78,2984.61,84.38,213849.47,765.35,0,0,0,0,8527.45,11.07,0,0,9474.94,19.99,1563.37,27.85,0,0,0,0,521.12,363.05,2368.74,19.79,1421.24,9.86,5400.72,30.14,473.75,7.67,521.12,12.42,4926.97,49.22,0,0,4358.47,8.76,0,0,8.03220249771928,8.03897492843154,8.03558871307541,8.03558871307541,2.29329088761713e-05,0.00677243071225853,2,30,3.69178066330234,3.80302420370937,3.74740243350585,3.74740243350585,0.00618756264114528,0.11124354040703,30,2,154.062646938157,157.85545240458,155.959049671369,155.959049671369,7.19268665306411,3.792805466423,30,2,2238.1,2240.6,2239.35,2239.35,3.125,2.5,30,2,2022.4,2025,2023.7,2023.7,3.37999999999976,2.59999999999991,2,30,399.062911233315,408.269216187181,403.666063710248,403.666063710248,42.3780254517887,9.20630495386598,30,2,11.36329561798,11.5219675495969,11.4426315837885,11.4426315837885,0.012588390941519,0.158671931616899,2,30,2.37214379246884,2.44961128627502,2.41087753937193,2.41087753937193,0.00300060629830526,0.0774674938061799,30,2,2019-11-01,-119.9593,32.4179
"090.0 080.0",8,2017,3175.9,18.32,6716.26,7.91,2426.18,35.42,9579.78,723.36,46909.67,149.35,416.51,146.12,208.26,0.02,20357.03,30.06,10.41,0,25105.26,58.62,9267.39,5.51,41.65,1.75,4175.53,88.99,1884.72,16.63,1301.6,5.02,3342.51,10.91,1145.41,5.49,14723.7,23.92,1082.93,16.26,3352.92,4.45,0,0,8257.35,7.79,0,0,8.0467988829434,8.0467988829434,8.0467988829434,8.0467988829434,NA,0,2,2,4.01144971885816,4.01144971885816,4.01144971885816,4.01144971885816,NA,0,2,2,166.245652486037,166.245652486037,166.245652486037,166.245652486037,NA,0,2,2,2238.8,2238.8,2238.8,2238.8,NA,0,2,2,2007.9,2007.9,2007.9,2007.9,NA,0,2,2,392.52138847415,392.52138847415,392.52138847415,392.52138847415,NA,0,2,2,11.0144294758045,11.0144294758045,11.0144294758045,11.0144294758045,NA,0,2,2,2.58868963567275,2.58868963567275,2.58868963567275,2.58868963567275,NA,0,2,2,2017-08-01,-121.3156,31.7513
"090.0 090.0",1,2010,144.79,0.62,0,0,2221.15,36.26,159.97,7.52,31429.9,72.22,3.8,3.45,0,0,13175.5,14.89,0,0,289.57,0.27,144.79,0.04,0,0,1600.24,40.28,7.59,1.39,289.57,1.37,0,0,579.14,2.41,289.57,0.48,7.59,0.5,579.14,1.01,0,0,0,0,0,0,7.73932096079602,8.08216144889552,8.01761182622714,8.06452723440243,0.0138410148451255,0.342840488099499,170,20,1.5503325041923,3.78549718188928,3.26177879996762,3.57913102884078,0.63060915024782,2.23516467769698,170,20,66.7481479502266,157.40482772569,136.22571931021,148.994376138882,1028.09073654232,90.6566797754634,170,20,2207.1,2247.1,2217.35,2216.8,163.465714285714,40,99,170,1997,2181.9,2031.95,2005.6,4084.46857142858,184.9,20,170,353.068955106485,832.568787294778,433.788003170161,369.244722727933,27107.8880410188,479.499832188293,20,170,11.3114085155674,17.5153375210747,12.5791468661207,11.6882871470604,4.65778872069254,6.2039290055073,20,170,0.984807785344008,2.42309830423251,2.08384390607352,2.28786408714959,0.261803714031807,1.4382905188885,170,20,2010-01-01,-121.99,31.4179
"090.0 090.0",1,2011,1524.19,26.4,0,0,5661.7,50.96,532.4,27.41,50306.44,152.41,0,0,0,0,13717.72,38.28,1270.16,2.32,26177.46,71.95,4.06,0.14,0,0,1524.19,27.27,508.06,5.42,774.26,93.28,254.03,0.21,2798.41,3.62,36.5,4.84,8.11,1.27,508.06,1.15,0,0,1270.16,0.76,516.18,4.09,7.89212028436319,8.06258378227084,8.02097835018981,8.05374163400301,0.00523947534163599,0.17046349790765,171,3,2.17594160305725,3.8554194164914,3.40206405457996,3.76258264668377,0.495238672811439,1.67947781343415,171,3,93.4473799072646,159.889712443708,142.58872087514,157.250743192411,787.94498906956,66.4423325364434,171,3,2217.1,2227.7,2223.7,2224.5,15.5,10.5999999999999,96,3,2005.2,2107.8,2028.2,2006,2002.00000000001,102.6,3,171,374.500518246196,565.496017762921,418.344808412735,381.855197183917,6792.97277508233,190.995499516725,3,171,11.2401894631559,15.2045295113349,12.1967645221229,11.3381447684653,2.88832983090385,3.964340048179,3,171,1.38331965137599,2.47584466698349,2.18096546426757,2.4174849860867,0.209934272941689,1.0925250156075,171,3,2011-01-01,-121.99,31.4179
"090.0 090.0",1,2013,640.34,2.04,71.15,0.1,280.15,1.24,395.77,18.44,20735.47,65.09,0,0,0,0,7466.19,4.86,506.94,0.41,3557.45,8.72,551.4,14.68,71.15,0.04,217.89,2.38,186.77,8.64,551.4,149.19,71.15,0.07,1218.43,6.33,275.7,11.05,22.23,0.67,235.68,1.51,0,0,75.6,0.02,431.34,572.24,7.82361652360006,8.06921693893002,8.00424133292422,8.04244750166199,0.0106009810090012,0.245600415329961,170,2,1.83324592448311,3.72515458494447,3.15918043570528,3.49782045723986,0.616618996189373,1.89190866046136,170,2,78.8874081944433,154.611767765193,132.518880224932,145.88644162349,1001.13596010692,75.7243595707497,170,2,2207.3,2242.8,2222.52,2224.5,187.126999999999,35.5,94,170,2009.3,2152.6,2042.84,2011.1,3839.258,143.3,2,170,367.095739712499,673.512922257925,442.034953442831,391.040839545117,17070.1338849379,306.417182545426,2,170,11.4556048367087,16.4977641078062,12.7809464581546,11.8047770774536,4.55123688632198,5.0421592710975,2,170,1.16392731225461,2.38475593836128,2.01921966144103,2.23955628033223,0.25725040813037,1.22082862610667,170,2,2013-01-01,-121.99,31.4179
"090.0 090.0",1,2015,6417.6,44.58,168,0.19,3192,57.37,642.6,26.22,31567.2,222.05,100.8,13.07,168,0.4,5964,20.28,504,2.03,24040.8,43.35,268.8,0.16,252,0.38,1596,11.31,726.6,48.51,1024.8,13.98,84,0.09,3528,8.49,252,0.75,352.8,6.7,273,1.03,21,2.48,924,1.83,0,0,7.8322012808056,8.05797289388678,8.0042315701682,8.05203903806898,0.00939820124983212,0.22577161308118,170,2,1.88608878792111,4.0750704865365,3.43339781413574,4.00267873411926,0.884026878379119,2.18898169861539,170,2,81.0366567598309,168.805358773177,143.700700385226,167.087768621694,1434.8185044012,87.7687020133461,170,2,2214,2238.9,2230.54,2235.8,102.253,24.9000000000001,100,2,2003.1,2133.5,2034.66,2003.8,3180.383,130.4,50,170,381.007909882017,657.163993589315,442.568543298583,385.201160240621,14477.6848397268,276.156083707298,2,170,10.916665399442,16.26337375003,12.3054996151436,10.968472607737,5.29549157670472,5.346708350588,2,170,1.19803910561244,2.62844793885773,2.2071447962329,2.58312428078116,0.379212546520783,1.43040883324529,170,2,2015-01-01,-121.99,31.4179
"090.0 090.0",1,2016,338.86,1.69,95.45,0.13,429.55,10.31,124.09,3.74,12108.41,64.82,28.64,8.7,190.91,0.32,1240.91,4.17,47.73,0.07,3961.36,9.12,47.73,0.02,190.91,0.3,620.45,8.8,52.5,3.53,95.45,0.57,0,0,572.73,0.73,143.18,0.09,143.18,1.16,386.59,12.75,9.55,3.9,286.36,0.56,0,0,7.73734579690739,8.07867360435779,7.97853163865362,8.07040153576839,0.0218544779659506,0.3413278074504,169,25,1.53573493419705,3.91332669315246,3.12969286341869,3.83278495240787,1.16931902534235,2.37759175895541,169,25,66.0420890949759,162.955928002806,131.073287172354,160.285292977356,1936.98897802149,96.9138389078301,169,25,2214,2239.1,2228.08,2229.3,80.7619999999997,25.0999999999999,100,169,2001.6,2175.3,2052.82,2005.1,5738.55700000002,173.7,25,169,357.803341075035,834.622536311846,486.954835572062,364.99798296246,42001.0479199109,476.819195236811,25,169,11.1170833901984,17.5706129256603,13.0827796838007,11.224403847272,8.16805835801683,6.4535295354619,25,169,0.975244885189747,2.51129614942777,2.00371781355686,2.45998591901358,0.489962631696911,1.53605126423802,169,25,2016-01-01,-121.99,31.4179
"090.0 090.0",1,2017,5506.24,26.64,458.85,0.55,7662.85,316.51,1674.81,68.55,127102.3,312.78,45.89,14.47,917.71,2.37,15142.15,22.77,550.62,7.19,4588.53,9.43,45.89,23.44,0,0,2300,13.71,0,0,458.85,1.34,0,0,5552.12,18.2,917.71,4.72,0,0,2753.12,13.21,45.89,226.11,917.71,2.76,0,0,7.95537641381923,8.06830977236949,8.03253309460554,8.05322309611672,0.0027020638198375,0.112933358550261,100,2,2.62203829539017,3.87252200272828,3.46120102567517,3.67512190229112,0.322945372798994,1.25048370733811,100,2,110.877626362535,160.435062415206,144.459651193114,153.262957997357,514.140122576939,49.557436052671,100,2,2211.6,2220.6,2217.7,2219.3,17.0800000000006,9,100,50,1996.2,2065.1,2018.85,2007.05,983.469999999995,68.8999999999999,2,100,367.83449073175,485.119078703094,403.966960283878,381.457135850334,2972.4969765271,117.284587971344,2,100,11.1935088871372,13.8528993492392,12.0139361482435,11.5046681782988,1.52778999540849,2.659390462102,2,100,1.66947689451916,2.48589863690553,2.21736252023656,2.35703727476078,0.137661146475913,0.81642174238637,100,2,2017-01-01,-121.99,31.4179
"090.0 090.0",1,2021,2186.41,35.94,0,0,2925.93,54.06,96.46,7.49,45078.66,172.77,0,0,0,0,6752.15,11.18,321.53,5.93,7105.84,11.72,32.15,3.34,64.31,0.41,321.53,15.51,486.32,28.52,0,0,321.53,1.36,1639.81,1.43,0,0,32.15,1.81,643.06,7.01,321.53,30.27,1607.66,4.41,0,0,8.04044400377986,8.04044400377986,8.04044400377986,8.04044400377986,NA,0,6,6,3.55522164718223,3.55522164718223,3.55522164718223,3.55522164718223,NA,0,6,6,147.472472255839,147.472472255839,147.472472255839,147.472472255839,NA,0,6,6,2221.4,2221.4,2221.4,2221.4,NA,0,6,6,2018,2018,2018,2018,NA,0,6,6,396.523608348127,396.523608348127,396.523608348127,396.523608348127,NA,0,6,6,11.7874042688253,11.7874042688253,11.7874042688253,11.7874042688253,NA,0,6,6,2.27717854148968,2.27717854148968,2.27717854148968,2.27717854148968,NA,0,6,6,2021-01-01,-121.99,31.4179
"090.0 090.0",2,2012,3266.05,20.49,1633.03,1.68,3396.33,77.77,1303.38,48.61,188786.28,742.72,1197.55,102.28,326.61,0.65,23846.45,30.25,0,0,8496.01,22.14,326.61,0.29,4.28,0.03,2671.56,60.7,54.43,2.41,1633.03,9.94,326.61,0.28,3919.26,18.38,17.13,0.33,0,0,3977.98,8.78,4.28,1.24,653.21,0.88,1168.81,25.53,7.74059065713473,8.072893830339,7.99373711653858,8.06895552500665,0.0206433699396872,0.33230317320427,170,2,1.55843301458105,3.73381406685083,3.15337892436928,3.67739898611085,0.870404006174803,2.17538105226978,170,2,67.079961615822,155.030101750935,132.237720206218,153.934524592798,1439.7061372342,87.950140135113,170,25,2219,2246.4,2228.62,2226,107.822,27.4000000000001,100,170,2010,2180.6,2050.66,2011,5454.75799999999,170.6,25,170,363.371470210874,830.243390697377,468.206944057158,365.416308642318,41510.6448079918,466.871920486503,25,170,11.4410601001696,17.4896330366278,12.9043213300016,11.4860326667291,6.84175362270241,6.0485729364582,25,170,0.990028526212915,2.38950198491349,2.01584414306704,2.35445283723134,0.36065757503162,1.39947345870057,170,2,2012-02-01,-121.99,31.4179
"090.0 090.0",2,2014,355.74,1.03,426.89,0.44,3624.15,38.52,306.83,14.88,58773.47,427.5,17.79,0.52,284.6,0.69,28615.21,29.24,213.45,0.08,1280.68,2.67,120.06,9.52,0,0,818.21,88.48,66.7,124.61,1067.23,3.83,71.15,0.12,2810.38,15.43,217.89,33.91,160.09,4.25,355.74,1.44,0,0,942.72,1.82,0,0,7.78845263181662,8.08079469327744,7.98955948847881,8.06578633625194,0.0165002696208894,0.29234206146082,170,30,1.6972049706628,3.70704238936318,2.98490963824864,3.43708108407088,0.813739451027595,2.00983741870038,170,2,73.0460443772856,154.149270784119,125.121511791624,143.803028314003,1327.49532245297,81.1032264068334,170,30,2213.5,2243.9,2222.06,2217.9,152.893000000001,30.4000000000001,101,170,2002.8,2165.3,2054.52,2016.9,4928.19200000001,162.5,30,170,353.991933097641,735.254755970301,465.009679348221,367.154145806526,27275.6741290292,381.26282287266,30,170,11.4584875118352,17.0058113127219,13.298349334448,11.941979577063,5.99202190360701,5.5473238008867,30,170,1.07742589962503,2.36910537150019,1.90351224114457,2.19211256579232,0.33671768328105,1.29167947187516,170,2,2014-02-01,-121.99,31.4179
"090.0 090.0",2,2019,2887.8,56.67,390.24,0.45,1678.05,17.79,824.39,29.36,53151.22,164.5,0,0,0,0,6048.78,12.6,0,0,15302.44,29.73,0,0,390.24,0.79,2536.59,24.64,195.12,0.05,234.15,18.51,1365.85,3.85,3239.02,5.17,390.24,3.01,0,0,239.02,37.41,0,0,1678.05,5.27,4.88,0.7,8.05705135427666,8.05705135427666,8.05705135427666,8.05705135427666,NA,0,2,2,3.7647978396015,3.7647978396015,3.7647978396015,3.7647978396015,NA,0,2,2,156.340272255742,156.340272255742,156.340272255742,156.340272255742,NA,0,2,2,2235.1,2235.1,2235.1,2235.1,NA,0,2,2,2018.1,2018.1,2018.1,2018.1,NA,0,2,2,380.894619087358,380.894619087358,380.894619087358,380.894619087358,NA,0,2,2,11.415762399901,11.415762399901,11.415762399901,11.415762399901,NA,0,2,2,2.41526249037048,2.41526249037048,2.41526249037048,2.41526249037048,NA,0,2,2,2019-02-01,-121.99,31.4179
